Date,fng_value,hash_rate,tx_count,mempool_size,avg_fee,funding_rate
2020-11-26,93.0,,,,,0.00025780000000000003
2020-11-27,86.0,,,31671324.5,,0.00010257666666666666
2020-11-28,87.0,,,,,0.0001
2020-11-29,89.0,,,3337254.0,,0.0001
2020-11-30,88.0,,,,,0.0001649366666666667
2020-12-01,95.0,,378068.0,,145.30838284999993,0.00033587333333333336
2020-12-02,92.0,,,47590941.5,,0.0001
2020-12-03,92.0,149512250.29219317,,,,0.00015151666666666665
2020-12-04,92.0,,,50725816.0,,0.00010901
2020-12-05,93.0,,282599.0,,69.64763484000004,0.0001
2020-12-06,95.0,,,,,0.0001
2020-12-07,94.0,142846099.00528008,,,,0.0001
2020-12-08,95.0,,,,,0.0001
2020-12-09,86.0,,,6976933.0,,0.0001
2020-12-10,94.0,,,,,0.0001
2020-12-11,89.0,,,26262838.5,,0.0001
2020-12-12,90.0,,,,,4.0596666666666664e-05
2020-12-13,91.0,,276160.0,,39.24154715,0.0001
2020-12-14,95.0,,,316615.0,,0.0001
2020-12-15,91.0,129933875.82961763,,,,0.0001
2020-12-16,92.0,,,25166606.5,,0.00022018000000000002
2020-12-17,92.0,,309481.0,,162.99271891000006,0.00028657666666666667
2020-12-18,95.0,,,,,0.0004237066666666666
2020-12-19,93.0,,,57463364.5,,0.00039525333333333335
2020-12-20,92.0,,,,,0.0005153666666666666
2020-12-21,92.0,,,35603955.0,,0.00031928333333333333
2020-12-22,88.0,,,,,0.00013318666666666665
2020-12-23,93.0,142927263.41257942,,,,0.00010508
2020-12-24,86.0,,,,,0.00015738666666666667
2020-12-25,94.0,,303901.0,,92.4849457699999,0.00021144333333333334
2020-12-26,93.0,,,40203000.0,,0.00012321666666666666
2020-12-27,91.0,137358668.73416725,,,,0.0003885733333333333
2020-12-28,92.0,,,46161726.0,,0.0005029133333333333
2020-12-29,91.0,,336311.0,,105.85291042999998,0.00042179
2020-12-30,91.0,,,,,0.0006289833333333333
2020-12-31,95.0,153482070.38176647,,,,0.00050127
2021-01-01,94.0,,,,,0.0002784866666666667
2021-01-02,94.0,,,6183669.5,,0.00048540666666666666
2021-01-03,93.0,,,,,0.0013126933333333334
2021-01-04,94.0,,,24228421.5,,0.0015224833333333336
2021-01-05,93.0,,,,,0.00066136
2021-01-06,95.0,,397384.0,,128.51898515,0.0016215133333333331
2021-01-07,91.0,,,35324967.0,,0.0011430033333333332
2021-01-08,93.0,136839436.24398455,,,,0.0014581766666666666
2021-01-09,93.0,,,88422959.0,,0.0009227133333333334
2021-01-10,94.0,,331865.0,,91.95258523,0.00106408
2021-01-11,90.0,,,,,0.0007382766666666667
2021-01-12,84.0,,,76641096.0,,0.00046441999999999995
2021-01-13,78.0,,,,,0.00035962666666666663
2021-01-14,83.0,,,83259972.5,,0.0007315366666666667
2021-01-15,88.0,,,,,0.0007943199999999999
2021-01-16,84.0,,,80295587.5,,0.00037023
2021-01-17,79.0,,,,,0.00024461666666666666
2021-01-18,79.0,,313816.0,,84.66625216,0.0006941533333333334
2021-01-19,80.0,,,71146068.0,,0.0012007566666666668
2021-01-20,78.0,144440445.1597046,,,,0.00040875666666666667
2021-01-21,75.0,,,87487757.5,,0.00039007999999999995
2021-01-22,40.0,,326935.0,,116.02452285,0.0001
2021-01-23,74.0,,,,,0.00010727333333333334
2021-01-24,70.0,,,73675871.0,,0.00021918666666666665
2021-01-25,74.0,,,,,0.00034889
2021-01-26,71.0,,336935.0,,81.76242060999999,0.00011168666666666666
2021-01-27,78.0,,,,,0.0001
2021-01-28,55.0,,,76806028.5,,0.00014087333333333334
2021-01-29,77.0,,,,,0.0008053066666666667
2021-01-30,76.0,,312313.0,,138.4634188,0.00041612
2021-01-31,78.0,,,61523323.5,,0.00048431666666666663
2021-02-01,77.0,124217201.7735671,,,,0.00039447
2021-02-02,76.0,,,86027666.0,,0.0006774866666666666
2021-02-03,78.0,,344425.0,,134.24070735,0.0007779633333333333
2021-02-04,80.0,,,,,0.00055095
2021-02-05,81.0,,,69446124.5,,0.0007687566666666666
2021-02-06,84.0,,,,,0.0006899333333333334
2021-02-07,86.0,,,73287477.5,,0.0010895766666666666
2021-02-08,83.0,,,,,0.00122049
2021-02-09,95.0,,,73997320.0,,0.00159619
2021-02-10,92.0,,,,,0.0013735333333333335
2021-02-11,93.0,,304739.0,,185.34915974999996,0.0011130733333333334
2021-02-12,92.0,,,82665549.5,,0.0011997833333333332
2021-02-13,92.0,167285007.6061438,,,,0.0011918466666666668
2021-02-14,95.0,,,81455572.5,,0.0012690733333333333
2021-02-15,93.0,,308496.0,,121.55584341000002,0.0007553666666666667
2021-02-16,95.0,,,,,0.0012165466666666667
2021-02-17,95.0,,,82084487.5,,0.0011487133333333334
2021-02-18,91.0,,,,,0.0013746466666666665
2021-02-19,93.0,,,80474293.5,,0.00101524
2021-02-20,91.0,,,,,0.0013177266666666665
2021-02-21,91.0,152267677.07260144,,,,0.0010839966666666666
2021-02-22,94.0,,,76540532.5,,0.00095565
2021-02-23,94.0,,287884.0,,183.30218416999998,0.00022616
2021-02-24,76.0,,,66379730.0,,0.00033026666666666665
2021-02-25,79.0,168466366.12287825,,,,0.00023335333333333332
2021-02-26,55.0,,,82679591.5,,0.0001
2021-02-27,56.0,,320784.0,,104.30956316000002,0.0002825733333333333
2021-02-28,55.0,,,,,0.00019235333333333333
2021-03-01,38.0,,,83291403.5,,0.00012307
2021-03-02,78.0,,,,,0.0001
2021-03-03,78.0,,333402.0,,132.69783596999994,0.00021692666666666666
2021-03-04,84.0,,,,,0.0001
2021-03-05,77.0,160906977.89941573,,,,0.0001
2021-03-06,77.0,,,75724839.5,,0.0001
2021-03-07,76.0,,260739.0,,71.23039113000002,0.00012535333333333332
2021-03-08,81.0,,,94633521.5,,0.00014919
2021-03-09,81.0,149267953.88308737,,,,0.0005714433333333333
2021-03-10,68.0,,,89116132.0,,0.0004328166666666667
2021-03-11,73.0,,291245.0,,111.07819319,0.0009355833333333334
2021-03-12,70.0,,,,,0.0007344933333333333
2021-03-13,74.0,152466552.89486787,,,,0.0005517166666666667
2021-03-14,78.0,,,,,0.0009383
2021-03-15,76.0,,,78077114.5,,0.0006766533333333333
2021-03-16,71.0,,,,,0.00033036000000000003
2021-03-17,71.0,145003155.2007135,,,,0.00026392
2021-03-18,72.0,,,78674768.5,,0.00030690333333333335
2021-03-19,71.0,,316180.0,,116.33945050000007,0.00026051
2021-03-20,75.0,,,79971067.5,,0.00047556000000000003
2021-03-21,73.0,169563074.61598912,,,,0.0002791366666666667
2021-03-22,70.0,,,86599266.0,,0.00048819333333333337
2021-03-23,66.0,,314234.0,,81.33063817999997,0.00031024666666666667
2021-03-24,65.0,,,,,0.0003214766666666667
2021-03-25,60.0,,,87752872.5,,0.00010609333333333334
2021-03-26,54.0,,,,,0.00012
2021-03-27,65.0,,,102296288.0,,0.0001
2021-03-28,74.0,,,,,0.0001
2021-03-29,72.0,164128360.68598944,,,,0.00012723666666666667
2021-03-30,72.0,,,80820724.0,,0.00047595
2021-03-31,76.0,,332749.0,,102.46134312999995,0.00070019
2021-04-01,74.0,,,86113506.0,,0.0008548533333333333
2021-04-02,74.0,160517766.38346806,,,,0.00093083
2021-04-03,73.0,,,80159193.0,,0.0009080766666666667
2021-04-04,74.0,,246007.0,,67.19630150000003,0.0004236866666666667
2021-04-05,71.0,,,,,0.00040029999999999997
2021-04-06,75.0,,,90180980.5,,0.0007956700000000001
2021-04-07,72.0,,,,,0.00055006
2021-04-08,73.0,,,88214303.5,,0.0003065066666666667
2021-04-09,70.0,,,,,0.0002256566666666667
2021-04-10,70.0,180576433.20445892,,,,0.0009374499999999999
2021-04-11,76.0,,,87484007.0,,0.0009738666666666666
2021-04-12,74.0,,291369.0,,91.77267732999996,0.0009816466666666666
2021-04-13,74.0,,,86427635.5,,0.0009889
2021-04-14,75.0,155272729.1885475,,,,0.00101287
2021-04-15,79.0,,,81289458.0,,0.0008958033333333333
2021-04-16,78.0,,219704.0,,140.32071554000004,0.0011506266666666666
2021-04-17,76.0,,,,,0.00065495
2021-04-18,79.0,,,70354690.0,,0.00050024
2021-04-19,74.0,,,,,0.0001
2021-04-20,73.0,,,74174354.5,,0.0001
2021-04-21,73.0,,,,,0.0001
2021-04-22,65.0,167634131.8030608,,,,0.0001
2021-04-23,55.0,,,74159751.0,,0.00022539333333333332
2021-04-24,37.0,,290690.0,,168.4008953499999,0.00018144000000000002
2021-04-25,31.0,,,82644357.5,,0.00023419333333333332
2021-04-26,27.0,133638398.78006244,,,,0.0001
2021-04-27,50.0,,,86549662.5,,0.0001
2021-04-28,59.0,,277126.0,,135.93910763999997,0.0001
2021-04-29,52.0,,,,,0.0001
2021-04-30,51.0,,,85820878.0,,0.0001
2021-05-01,68.0,,,,,0.0001790166666666667
2021-05-02,66.0,,,72641954.5,,0.0003546233333333333
2021-05-03,61.0,,,,,0.00047936
2021-05-04,68.0,185429301.3867602,,,,0.0004319033333333333
2021-05-05,48.0,,,73895957.0,,0.00032964333333333334
2021-05-06,65.0,,311380.0,,109.52051483999999,0.0007653633333333333
2021-05-07,64.0,,,52976518.5,,0.00038367333333333333
2021-05-08,67.0,175184588.60296133,,,,0.0005069166666666667
2021-05-09,73.0,,,,,0.00052217
2021-05-10,72.0,,,43122513.5,,0.0007414733333333334
2021-05-11,61.0,,,,,0.00038685333333333337
2021-05-12,68.0,,,18425844.0,,0.00030052000000000003
2021-05-13,31.0,,,,,0.00014833666666666667
2021-05-14,26.0,,,56274726.5,,0.0003010933333333333
2021-05-15,27.0,,,,,0.00013425333333333332
2021-05-16,20.0,164348929.98192218,,,,0.00031042
2021-05-17,27.0,,,44249337.5,,0.0004442766666666667
2021-05-18,21.0,,221018.0,,67.16487364999998,0.0003039166666666667
2021-05-19,23.0,,,85371166.5,,-0.00014628
2021-05-20,11.0,139447576.95435822,,,,0.0001
2021-05-21,19.0,,,,,5.5150000000000006e-05
2021-05-22,12.0,,,77736673.5,,-1.482666666666666e-05
2021-05-23,14.0,,,,,-4.58e-06
2021-05-24,10.0,,,69047633.5,,-5.4499999999999997e-05
2021-05-25,22.0,,,,,0.0001
2021-05-26,22.0,,,76136385.0,,0.0001
2021-05-27,27.0,,,,,0.0001
2021-05-28,21.0,148163050.51400563,,,,0.0001
2021-05-29,18.0,,,65997515.0,,0.00010125
2021-05-30,10.0,,179795.0,,36.61452541999999,0.0001
2021-05-31,18.0,,,28181482.0,,0.0001
2021-06-01,20.0,148572947.38247102,,,,0.0001
2021-06-02,23.0,,,,,0.0001
2021-06-03,24.0,,255621.0,,49.88061483999999,0.0001
2021-06-04,27.0,,,,,0.00013522
2021-06-05,24.0,,,2264107.5,,0.0001
2021-06-06,17.0,,,,,0.0001
2021-06-07,15.0,,,16514561.0,,0.0001
2021-06-08,13.0,,,,,7.005000000000001e-05
2021-06-09,14.0,131832333.59289683,,,,-3.4129999999999993e-05
2021-06-10,21.0,,,22224328.0,,-2.55333333333333e-06
2021-06-11,21.0,,216502.0,,40.70747208999999,5.796e-05
2021-06-12,28.0,,,14884747.0,,4.68666666666667e-06
2021-06-13,23.0,136724465.12868512,,,,1.9776666666666666e-05
2021-06-14,28.0,,,,,5.618666666666667e-05
2021-06-15,38.0,,,6842281.5,,9.334000000000001e-05
2021-06-16,33.0,,,,,0.0001
2021-06-17,26.0,,,173600.0,,0.0001
2021-06-18,25.0,,,,,5.229e-05
2021-06-19,23.0,,187042.0,,24.633397950000006,-2.390333333333333e-05
2021-06-20,21.0,,,,,5.2100000000000035e-06
2021-06-21,23.0,104040763.72581212,,,,-3.8236666666666666e-05
2021-06-22,10.0,,,19933528.5,,-4.9530000000000015e-05
2021-06-23,14.0,,232704.0,,56.04309666,-0.00011173666666666667
2021-06-24,22.0,,,24087207.0,,-5.549333333333333e-05
2021-06-25,27.0,108995085.80799364,,,,7.457333333333334e-05
2021-06-26,20.0,,,,,-0.00011507
2021-06-27,22.0,,124640.0,,27.102806160000004,-0.00034195
2021-06-28,25.0,,,,,3.4660000000000004e-05
2021-06-29,25.0,,,33783799.5,,7.409666666666667e-05
2021-06-30,28.0,,,,,0.0001
2021-07-01,28.0,,,63001070.5,,0.0001
2021-07-02,21.0,,,,,2.0390000000000003e-05
2021-07-03,24.0,98706076.21227616,,,,-4.962e-05
2021-07-04,27.0,,,16879683.5,,-2.5356666666666664e-05
2021-07-05,29.0,,223760.0,,47.54560696000002,3.186666666666667e-05
2021-07-06,20.0,,,1918515.5,,-6.678e-05
2021-07-07,28.0,87820755.10899657,,,,2.2126666666666666e-05
2021-07-08,20.0,,,,,-0.00011033666666666665
2021-07-09,20.0,,,360617.0,,-0.00015698
2021-07-10,20.0,,,,,2.612666666666667e-05
2021-07-11,20.0,,,1241482.5,,4.804e-05
2021-07-12,25.0,,,,,7.438e-05
2021-07-13,20.0,,,234125.5,,6.684e-05
2021-07-14,21.0,,,,,-1.4533333333333308e-06
2021-07-15,20.0,91390704.50367121,,,,2.2310000000000005e-05
2021-07-16,22.0,,,2032512.0,,-1.4503333333333332e-05
2021-07-17,15.0,,182047.0,,12.611708939999998,2.674e-05
2021-07-18,19.0,,,774881.0,,5.188666666666667e-05
2021-07-19,24.0,115543619.13247934,,,,-1.8523333333333333e-05
2021-07-20,19.0,,,,,-0.00015731666666666668
2021-07-21,10.0,,,430913.5,,-0.0003144066666666667
2021-07-22,21.0,,,,,-4.508333333333333e-05
2021-07-23,23.0,,,841772.5,,-5.877e-05
2021-07-24,22.0,,,,,-0.00010409333333333334
2021-07-25,27.0,,174535.0,,9.733525729999995,-0.00017530333333333332
2021-07-26,26.0,,,800668.0,,-0.00011613666666666668
2021-07-27,32.0,115543619.13247934,,,,5.917333333333334e-05
2021-07-28,50.0,,,4922672.5,,5.987666666666667e-05
2021-07-29,50.0,,262612.0,,14.995055600000008,6.589666666666666e-05
2021-07-30,53.0,,,1305886.5,,5.874333333333334e-05
2021-07-31,60.0,112465862.12588961,,,,0.0001
2021-08-01,60.0,,,,,0.0001
2021-08-02,48.0,,,485195.0,,0.0001
2021-08-03,48.0,,,,,0.0001
2021-08-04,42.0,,,8664445.5,,7.090666666666667e-05
2021-08-05,50.0,,,,,0.0001
2021-08-06,52.0,,260810.0,,14.22965964,0.0001
2021-08-07,69.0,,,746673.0,,0.0001
2021-08-08,74.0,113858289.12342106,,,,0.0001
2021-08-09,65.0,,,1921666.0,,0.0001
2021-08-10,71.0,,260968.0,,13.957605080000002,0.0001
2021-08-11,70.0,,,5418468.5,,0.0001
2021-08-12,70.0,108813934.5420037,,,,0.0001
2021-08-13,70.0,,,,,0.0001
2021-08-14,76.0,,,290946.5,,0.0001
2021-08-15,71.0,,,,,0.0001
2021-08-16,72.0,,,5849542.5,,0.00011308
2021-08-17,72.0,,,,,0.0001
2021-08-18,73.0,,247333.0,,15.411591230000003,0.0001
2021-08-19,70.0,,,2821075.5,,0.0001
2021-08-20,70.0,123727618.0945286,,,,0.00011920333333333334
2021-08-21,78.0,,,412258.0,,0.00015569
2021-08-22,76.0,,190631.0,,11.626182749999995,0.00011604333333333333
2021-08-23,79.0,,,307912.0,,0.0002438766666666667
2021-08-24,79.0,119087832.41598378,,,,0.0002688266666666667
2021-08-25,73.0,,,,,0.00013189333333333335
2021-08-26,75.0,,,435142.0,,0.00013955
2021-08-27,71.0,,,,,0.0001
2021-08-28,78.0,,,632633.5,,0.00021792333333333331
2021-08-29,72.0,,,,,0.0001
2021-08-30,73.0,,250955.0,,12.537301139999999,0.00014183333333333333
2021-08-31,73.0,,,317105.0,,0.00029103666666666664
2021-09-01,71.0,119963781.7426829,,,,0.0003528033333333334
2021-09-02,74.0,,,4547961.0,,0.0004887166666666667
2021-09-03,74.0,,283991.0,,18.433869729999994,0.00035202
2021-09-04,72.0,,,549209.0,,0.00024982
2021-09-05,73.0,143606278.8744525,,,,0.0001
2021-09-06,79.0,,,,,0.00015594333333333334
2021-09-07,79.0,,,1539945.5,,0.00014325666666666667
2021-09-08,47.0,,,,,0.0001
2021-09-09,45.0,125412870.36132078,,,,0.0001
2021-09-10,46.0,,,,,0.00010371666666666666
2021-09-11,31.0,,218445.0,,10.836634559999998,0.0001
2021-09-12,32.0,,,270348.0,,0.0001
2021-09-13,44.0,145552163.4120438,,,,0.0001
2021-09-14,30.0,,,4908231.0,,0.0001
2021-09-15,49.0,,268957.0,,17.058681740000008,0.0001
2021-09-16,53.0,,,10902482.0,,0.0001
2021-09-17,48.0,134567094.4752858,,,,0.0001
2021-09-18,50.0,,,,,0.0001
2021-09-19,53.0,,200516.0,,8.247936459999996,0.0001
2021-09-20,50.0,,,,,0.0001
2021-09-21,27.0,,,6021427.5,,0.0001
2021-09-22,21.0,,,,,0.0001
2021-09-23,27.0,,268689.0,,13.782920530000004,7.526333333333333e-05
2021-09-24,33.0,,,775110.5,,-4.1379999999999993e-05
2021-09-25,28.0,135990412.4848306,,,,8.543e-05
2021-09-26,27.0,,,2289398.5,,3.590333333333334e-05
2021-09-27,26.0,,255873.0,,12.663846300000005,0.0001
2021-09-28,25.0,,,4088431.5,,5.207666666666666e-05
2021-09-29,24.0,122769122.38213871,,,,4.622e-05
2021-09-30,20.0,,,,,9.745000000000001e-05
2021-10-01,27.0,,,4471352.5,,3.1696666666666664e-05
2021-10-02,54.0,,,,,4.911333333333333e-05
2021-10-03,49.0,,,4069402.5,,0.0001
2021-10-04,54.0,,,,,0.0001
2021-10-05,59.0,,312538.0,,15.293184800000008,2.578e-05
2021-10-06,68.0,,,1330222.5,,0.0001
2021-10-07,76.0,139433297.2697835,,,,0.00023949666666666668
2021-10-08,74.0,,,14062104.0,,0.00023383666666666668
2021-10-09,72.0,,246189.0,,14.68665122,0.00011905666666666666
2021-10-10,71.0,,,,,0.00013635333333333332
2021-10-11,71.0,,,1522082.0,,0.0001
2021-10-12,78.0,,,,,0.0001
2021-10-13,70.0,,,2473874.0,,0.0001
2021-10-14,70.0,,,,,0.00016693
2021-10-15,71.0,139433297.2697835,,,,0.00018895
2021-10-16,78.0,,,,,0.00039754333333333336
2021-10-17,79.0,,215883.0,,11.342677920000003,0.00038554
2021-10-18,78.0,,,1818993.0,,0.00023547333333333333
2021-10-19,75.0,154737198.72913387,,,,0.00011658000000000001
2021-10-20,82.0,,,14443661.0,,0.0002774566666666667
2021-10-21,84.0,,320743.0,,20.276850739999993,0.0006274466666666667
2021-10-22,75.0,,,,,0.00030406000000000004
2021-10-23,74.0,,,163129.5,,0.00019475666666666667
2021-10-24,73.0,,,,,0.00033478333333333333
2021-10-25,72.0,,284680.0,,14.023436650000006,0.00028888666666666667
2021-10-26,76.0,,,,,0.0005254166666666667
2021-10-27,73.0,,,2031654.0,,0.0002883366666666667
2021-10-28,66.0,,,,,0.00013118666666666666
2021-10-29,70.0,,305733.0,,15.656144510000003,0.00021869999999999998
2021-10-30,73.0,,,278229.5,,0.00026212
2021-10-31,74.0,140175299.14944655,,,,0.00037292333333333337
2021-11-01,74.0,,,6534312.0,,0.0004026766666666666
2021-11-02,73.0,,297402.0,,17.50019126999999,0.00032179
2021-11-03,76.0,,,,,0.00052478
2021-11-04,73.0,,,7659324.0,,0.0004770166666666667
2021-11-05,73.0,,,,,0.0002603566666666667
2021-11-06,71.0,,,1033173.5,,0.00045389333333333335
2021-11-07,73.0,,,,,0.0003031966666666667
2021-11-08,75.0,,,24467633.0,,0.00041316333333333335
2021-11-09,84.0,,,,,0.00048591
2021-11-10,75.0,,301025.0,,18.414890980000003,0.0005447533333333333
2021-11-11,77.0,,,287721.5,,0.00018341000000000003
2021-11-12,74.0,152890245.77610743,,,,0.0003013933333333333
2021-11-13,72.0,,,2373885.0,,0.00023005333333333332
2021-11-14,74.0,,224016.0,,8.671454749999999,0.00012340333333333333
2021-11-15,72.0,,,,,0.0002595333333333333
2021-11-16,71.0,,,431170.0,,0.00018665999999999998
2021-11-17,52.0,,,,,0.00011051666666666667
2021-11-18,54.0,,,3732676.0,,0.00010411666666666666
2021-11-19,34.0,,,,,0.0001
2021-11-20,43.0,163435013.23453516,,,,0.0001
2021-11-21,49.0,,,,,0.0001
2021-11-22,50.0,,279165.0,,12.30824165,0.0001
2021-11-23,33.0,,,551842.0,,0.00010965666666666666
2021-11-24,42.0,176960669.50222084,,,,0.0001067
2021-11-25,32.0,,,2755547.0,,0.00014404
2021-11-26,47.0,,292645.0,,14.573473770000003,0.00019201333333333334
2021-11-27,21.0,,,,,0.00010274666666666666
2021-11-28,27.0,,,545475.5,,0.0001
2021-11-29,33.0,,,,,0.00013591333333333333
2021-11-30,40.0,,,1856092.5,,0.00015936666666666665
2021-12-01,34.0,,,,,0.00017278333333333332
2021-12-02,32.0,,,8100216.0,,0.00011983666666666666
2021-12-03,31.0,,,,,0.0001629466666666667
2021-12-04,25.0,,253674.0,,17.45400847999999,6.392666666666667e-05
2021-12-05,18.0,,,227037.0,,9.091e-05
2021-12-06,16.0,190973602.87366727,,,,0.0001
2021-12-07,25.0,,,1755985.5,,7.992333333333333e-05
2021-12-08,28.0,,266110.0,,10.347112210000002,0.0001
2021-12-09,29.0,,,,,0.0001
2021-12-10,24.0,,,212217.0,,0.0001
2021-12-11,16.0,,,,,0.0001
2021-12-12,27.0,,,480293.0,,0.0001
2021-12-13,28.0,,,,,0.0001
2021-12-14,21.0,,,1784057.0,,6.115000000000001e-05
2021-12-15,28.0,,,,,0.0001
2021-12-16,29.0,,256206.0,,10.470706909999999,0.0001
2021-12-17,23.0,,,654229.5,,8.226e-05
2021-12-18,24.0,153952542.66529143,,,,8.913999999999999e-05
2021-12-19,29.0,,,1747066.0,,9.026666666666667e-05
2021-12-20,25.0,,266947.0,,10.997373189999998,0.0001
2021-12-21,27.0,,,,,9.728e-05
2021-12-22,45.0,,,1438314.0,,0.0001
2021-12-23,34.0,,,,,7.912666666666667e-05
2021-12-24,41.0,,260565.0,,12.067905989999998,0.0001
2021-12-25,39.0,,,,,0.0001
2021-12-26,37.0,161682278.52670813,,,,0.0001
2021-12-27,40.0,,,754895.5,,0.0001
2021-12-28,41.0,,265422.0,,17.86068218000001,0.0001
2021-12-29,27.0,,,3014911.0,,0.0001
2021-12-30,22.0,143583516.00506175,,,,0.0001
2021-12-31,28.0,,,6398925.0,,5.6326666666666664e-05
2022-01-01,21.0,,186834.0,,9.313250859999998,0.0001
2022-01-02,29.0,,,,,0.0001
2022-01-03,29.0,168921783.5353667,,,,0.0001
2022-01-04,23.0,,,,,0.0001
2022-01-05,24.0,,,4520311.5,,0.0001
2022-01-06,15.0,,,,,0.0001
2022-01-07,18.0,168921783.5353667,,,,0.0001
2022-01-08,10.0,,,606373.5,,0.0001
2022-01-09,23.0,,210143.0,,7.86552615,0.0001
2022-01-10,23.0,,,6188922.5,,8.174e-05
2022-01-11,21.0,191422128.4364691,,,,9.131333333333335e-05
2022-01-12,22.0,,,1059511.0,,-1.6300000000000007e-06
2022-01-13,21.0,,274515.0,,10.43758314,-1.1956666666666667e-05
2022-01-14,21.0,,,,,-5.0776666666666664e-05
2022-01-15,23.0,,,755780.5,,4.9810000000000006e-05
2022-01-16,21.0,,,,,3.453333333333333e-05
2022-01-17,22.0,,,564731.0,,6.132666666666667e-05
2022-01-18,24.0,,,,,9.999333333333335e-05
2022-01-19,24.0,209595115.3133491,,,,8.324333333333332e-05
2022-01-20,24.0,,,418361.0,,0.0001
2022-01-21,19.0,,272348.0,,12.146521389999995,7.583e-05
2022-01-22,13.0,,,589307.5,,4.357e-05
2022-01-23,11.0,186746029.1281284,,,,2.3903333333333335e-05
2022-01-24,13.0,,,5817079.0,,4.6979999999999994e-05
2022-01-25,12.0,,265128.0,,10.852287239999995,2.7060000000000002e-05
2022-01-26,23.0,,,,,-1.7863333333333332e-05
2022-01-27,20.0,,,588119.5,,-7.536333333333334e-05
2022-01-28,24.0,,,,,3.184e-05
2022-01-29,24.0,,,2331309.0,,3.7233333333333334e-06
2022-01-30,29.0,,,,,8.392000000000001e-05
2022-01-31,20.0,189394908.97391748,,,,-1.363333333333333e-05
2022-02-01,26.0,,,2749099.5,,-1.3809999999999998e-05
2022-02-02,28.0,,278985.0,,12.277100499999994,3.216e-05
2022-02-03,20.0,,,3207011.0,,-2.693666666666667e-05
2022-02-04,20.0,172445464.54596007,,,,9.636666666666669e-06
2022-02-05,33.0,,,15337326.0,,9.152333333333335e-05
2022-02-06,37.0,,219196.0,,10.267598419999999,0.0001
2022-02-07,45.0,,,,,-9.586666666666667e-06
2022-02-08,48.0,,,831644.0,,0.0001
2022-02-09,54.0,,,,,6.387333333333332e-05
2022-02-10,50.0,,,26626202.5,,6.067000000000001e-05
2022-02-11,50.0,,,,,-2.9953333333333337e-05
2022-02-12,44.0,248110330.00696588,,,,0.0001
2022-02-13,44.0,,,680753.0,,7.599333333333332e-05
2022-02-14,46.0,,247592.0,,11.161085030000006,6.343e-05
2022-02-15,46.0,,,8899501.5,,2.5673333333333334e-05
2022-02-16,51.0,206979740.54057044,,,,0.0001
2022-02-17,52.0,,,5141117.0,,0.0001
2022-02-18,30.0,,261055.0,,9.413693890000005,-1.4323333333333334e-05
2022-02-19,25.0,,,,,6.223666666666667e-05
2022-02-20,27.0,,,2421178.5,,6.956666666666665e-06
2022-02-21,25.0,,,,,-4.903333333333335e-06
2022-02-22,20.0,,,414708.5,,-1.9883333333333333e-05
2022-02-23,25.0,,,,,-6.186000000000001e-05
2022-02-24,23.0,183513619.49715608,,,,-6.26e-05
2022-02-25,27.0,,,2352724.5,,5.739333333333333e-05
2022-02-26,26.0,,220423.0,,6.735534049999998,8.982e-05
2022-02-27,26.0,,,553948.5,,2.2496666666666664e-05
2022-02-28,20.0,214099222.7466821,,,,-0.00011846333333333334
2022-03-01,51.0,,,15122308.5,,8.123e-05
2022-03-02,52.0,,288657.0,,29.265981479999997,6.497666666666666e-05
2022-03-03,39.0,,,,,0.0001
2022-03-04,33.0,,,237673.0,,0.0001
2022-03-05,22.0,,,,,7.218666666666667e-05
2022-03-06,22.0,,,2091798.0,,1.704e-05
2022-03-07,23.0,,,,,-3.9473333333333334e-05
2022-03-08,21.0,202691096.5721893,,,,7.792666666666667e-05
2022-03-09,22.0,,,1113809.5,,8.925333333333334e-05
2022-03-10,28.0,,261553.0,,11.649466789999998,3.120333333333333e-05
2022-03-11,22.0,,,4931887.0,,-4.4239999999999997e-05
2022-03-12,22.0,213647372.0625779,,,,-2.3466666666666657e-06
2022-03-13,21.0,,,,,-3.661e-05
2022-03-14,23.0,,,445582.0,,-3.9999999999999996e-05
2022-03-15,21.0,,,,,6.421e-05
2022-03-16,24.0,,,1746481.0,,8.623666666666666e-05
2022-03-17,27.0,,,,,0.0001
2022-03-18,25.0,,,5075270.0,,7.220666666666666e-05
2022-03-19,28.0,,,,,0.0001
2022-03-20,31.0,210160951.25482893,,,,0.0001
2022-03-21,30.0,,,1248399.5,,2.9843333333333336e-05
2022-03-22,26.0,,264569.0,,10.8074481,0.0001
2022-03-23,31.0,,,5250189.0,,9.004666666666667e-05
2022-03-24,40.0,195149454.73662692,,,,5.19e-06
2022-03-25,47.0,,,,,5.143000000000001e-05
2022-03-26,51.0,,231031.0,,8.185598199999998,4.209333333333333e-05
2022-03-27,49.0,,,,,1.0176666666666669e-05
2022-03-28,60.0,,,2195658.0,,0.0001
2022-03-29,56.0,,,,,9.864666666666667e-05
2022-03-30,55.0,,,10314103.0,,0.0001
2022-03-31,52.0,,,,,0.0001
2022-04-01,50.0,200371606.28467658,,,,8.939666666666668e-05
2022-04-02,52.0,,,429307.5,,0.0001
2022-04-03,48.0,,225564.0,,10.435895970000002,0.0001
2022-04-04,52.0,,,1933336.0,,0.0001
2022-04-05,53.0,206055907.17218518,,,,0.0001
2022-04-06,48.0,,,,,9.966e-05
